tag_id	tag_name	category	rule	confidence	review_recommended
331	hammer_psychothriller	genre	label_contains:genre_keyword	0.6	1
332	hangover_nightmare_volume	other	fallback:other	0.5	1
333	happy_accident_music	other	fallback:other	0.5	1
334	hard_bop	other	fallback:other	0.5	1
335	hard_rock	style	label_contains:music_style_keyword	0.6	1
336	hard_rock_theatricality	style	label_contains:music_style_keyword	0.6	1
337	harmony_humor_after_chaos	other	fallback:other	0.5	1
338	haunted_house_with_insouciance	other	fallback:other	0.5	1
339	head_not_hips_indie	other	fallback:other	0.5	1
340	heartfelt_not_strident_politics	other	fallback:other	0.5	1
341	heartland_rock	style	label_contains:music_style_keyword	0.6	1
342	heavy_metal	style	label_contains:music_style_keyword	0.6	1
343	heist_noir	genre	label_contains:genre_keyword	0.6	1
344	high_tech_primitivism	other	fallback:other	0.5	1
345	hip_hop	other	fallback:other	0.5	1
346	hitman_noir	genre	label_contains:genre_keyword	0.6	1
347	holiday_slasher	other	fallback:other	0.5	1
348	home_invasion_thriller	genre	label_contains:genre_keyword	0.6	1
349	home_video	other	fallback:other	0.5	1
350	homely_blunt_lyrics	other	fallback:other	0.5	1
351	horror_comedy	genre	label_contains:genre_keyword	0.6	1
352	horror_comfort_food	genre	label_contains:genre_keyword	0.6	1
353	horror_distribution	genre	label_contains:genre_keyword	0.6	1
354	horror_host_context	genre	label_contains:genre_keyword	0.6	1
355	horror_punk	genre	label_contains:genre_keyword	0.6	1
356	horror_rock	genre	label_contains:genre_keyword	0.6	1
357	horror_without_playfulness	genre	label_contains:genre_keyword	0.6	1
358	hospital_slasher	other	fallback:other	0.5	1
359	ideal_atypical_punk	style	label_contains:music_style_keyword	0.6	1
360	identity_theft_noir	genre	label_contains:genre_keyword	0.6	1
361	ill_advised_synth_country	other	fallback:other	0.5	1
362	imagination_of_disaster	other	fallback:other	0.5	1
363	impossible_monster_charm	other	fallback:other	0.5	1
364	independent_label	other	fallback:other	0.5	1
365	indie_as_aesthetic_not_label	other	fallback:other	0.5	1
366	industrial_anxiety	other	fallback:other	0.5	1
367	industrial_infrastructure_death_knell	other	fallback:other	0.5	1
368	industrial_punk	style	label_contains:music_style_keyword	0.6	1
369	industrial_strength_anthem	other	fallback:other	0.5	1
370	inexperience_as_force	other	fallback:other	0.5	1
371	infection_horror	genre	label_contains:genre_keyword	0.6	1
372	inferior_sound_strong_playing	other	fallback:other	0.5	1
373	inhospitable_record	other	fallback:other	0.5	1
374	innovation_trickles_upward	other	fallback:other	0.5	1
375	inspired_amateurishness	other	fallback:other	0.5	1
376	institutional_horror	genre	label_contains:genre_keyword	0.6	1
377	intelligent_disciplined_wry	other	fallback:other	0.5	1
378	internet_distribution	other	fallback:other	0.5	1
379	intrauterine_mise_en_scene	other	fallback:other	0.5	1
380	invisible_alien_zombie_bridge	other	fallback:other	0.5	1
381	invisible_monster	other	fallback:other	0.5	1
382	irrational_house_horror	genre	label_contains:genre_keyword	0.6	1
383	italian_alien_imitation	other	fallback:other	0.5	1
384	italian_gothic	other	fallback:other	0.5	1
385	italian_slasher	other	fallback:other	0.5	1
386	italian_video_horror	genre	label_contains:genre_keyword	0.6	1
387	j_horror	genre	label_contains:genre_keyword	0.6	1
388	jazz	style	label_contains:music_style_keyword	0.6	1
389	jazz_fusion	style	label_contains:music_style_keyword	0.6	1
390	jazz_vocal	style	label_contains:music_style_keyword	0.6	1
391	joy_against_monochrome	other	fallback:other	0.5	1
392	jump_blues	other	fallback:other	0.5	1
393	kaiju	other	fallback:other	0.5	1
394	keep_watching_skies_entry	other	fallback:other	0.5	1
395	killer_animal	other	fallback:other	0.5	1
396	killer_as_icon	other	fallback:other	0.5	1
397	killer_couple	other	fallback:other	0.5	1
398	killer_icon	other	fallback:other	0.5	1
399	killer_pov	other	fallback:other	0.5	1
400	knife_murder	other	fallback:other	0.5	1
401	krimi	other	fallback:other	0.5	1
402	krimi_giallo_bridge	other	fallback:other	0.5	1
403	late_90s_horror	genre	label_contains:genre_keyword	0.6	1
404	late_cycle_slasher	other	fallback:other	0.5	1
405	late_fulci_gore_comeback	other	fallback:other	0.5	1
406	late_giallo	other	fallback:other	0.5	1
407	late_noir	genre	label_contains:genre_keyword	0.6	1
408	late_soviet_uncanny	other	fallback:other	0.5	1
409	late_soviet_underground	other	fallback:other	0.5	1
410	laughter_inside_fear	other	fallback:other	0.5	1
411	legal_censorship_case	other	fallback:other	0.5	1
412	lenticular_vhs_memory	theme	label_contains:theme_keyword	0.55	1
413	lightning_paced_lurid_showmanship	other	fallback:other	0.5	1
414	literary_fantastique	other	fallback:other	0.5	1
415	literate_challenging_anthemic_punk	style	label_contains:music_style_keyword	0.6	1
416	lo_fi_home_recording	other	fallback:other	0.5	1
417	lou_reed_aesthetic_lineage	other	fallback:other	0.5	1
418	lovably_cracked_italian_zombie	other	fallback:other	0.5	1
419	low_brow_punk_value	style	label_contains:music_style_keyword	0.6	1
420	low_budget_tv_horror_texture	genre	label_contains:genre_keyword	0.6	1
421	luchador_horror	genre	label_contains:genre_keyword	0.6	1
422	lyrical_terror_thriller	genre	label_contains:genre_keyword	0.6	1
423	mad_science_vehicle	other	fallback:other	0.5	1
424	mad_scientist	other	fallback:other	0.5	1
425	magnitizdat	other	fallback:other	0.5	1
426	mannequin_horror	genre	label_contains:genre_keyword	0.6	1
427	marginal_voice_of_reason	other	fallback:other	0.5	1
428	martial_arts_action	other	fallback:other	0.5	1
429	masked_criminal_mystery	other	fallback:other	0.5	1
430	masked_killer	other	fallback:other	0.5	1
431	masterpiece_of_dispossession	other	fallback:other	0.5	1
432	maternal_monster_reversal	other	fallback:other	0.5	1
433	maternal_necrophilic_grotesque	other	fallback:other	0.5	1
434	mature_punk_return	style	label_contains:music_style_keyword	0.6	1
435	mechanical_sameness	other	fallback:other	0.5	1
436	mechanical_scare_coercion	other	fallback:other	0.5	1
437	media_moral_panic	other	fallback:other	0.5	1
438	media_recirculation	other	fallback:other	0.5	1
439	melodic_hardcore	other	fallback:other	0.5	1
440	melodic_punk	style	label_contains:music_style_keyword	0.6	1
441	memorial_album	other	fallback:other	0.5	1
442	menstrual_red_noir	genre	label_contains:genre_keyword	0.6	1
443	meta_slasher	other	fallback:other	0.5	1
444	mexican_american_creature_feature	other	fallback:other	0.5	1
445	mexican_monster	other	fallback:other	0.5	1
446	midnight_culture	other	fallback:other	0.5	1
447	midnight_movie_culture	other	fallback:other	0.5	1
448	mildly_creepy_wholesome_cryptid	other	fallback:other	0.5	1
449	miniaturization_melancholy	other	fallback:other	0.5	1
450	minimalist_crime	other	fallback:other	0.5	1
451	mischievous_corny_humor	other	fallback:other	0.5	1
452	mockumentary	other	fallback:other	0.5	1
453	mod_rnb_edge	other	fallback:other	0.5	1
454	modal_jazz	style	label_contains:music_style_keyword	0.6	1
455	modern_guignol	other	fallback:other	0.5	1
456	modern_vampire	other	fallback:other	0.5	1
457	monotonous_heaviness	other	fallback:other	0.5	1
458	monster_adjacent_slasher	other	fallback:other	0.5	1
459	monster_and_ta_reliability	other	fallback:other	0.5	1
460	monster_as_human_psychotic	other	fallback:other	0.5	1
461	monster_as_subculture	other	fallback:other	0.5	1
462	monster_cinema	other	fallback:other	0.5	1
463	monster_comedy	genre	label_contains:genre_keyword	0.6	1
464	monster_family_mirror	other	fallback:other	0.5	1
465	monster_mayhem_frenzy	other	fallback:other	0.5	1
466	monster_rally	other	fallback:other	0.5	1
467	monster_sex_spy_collage	other	fallback:other	0.5	1
468	monster_showmanship	other	fallback:other	0.5	1
469	monster_studio	other	fallback:other	0.5	1
470	monstrous_feminine	other	fallback:other	0.5	1
471	monstrous_postwar_rupture	other	fallback:other	0.5	1
472	monstrous_womb	other	fallback:other	0.5	1
473	monumental_repetition	other	fallback:other	0.5	1
474	moral_authority_punk	style	label_contains:music_style_keyword	0.6	1
475	moral_courage_noise	other	fallback:other	0.5	1
476	mummy_cycle	other	fallback:other	0.5	1
477	murder_mystery_thriller	genre	label_contains:genre_keyword	0.6	1
478	musical_comedy	genre	label_contains:genre_keyword	0.6	1
479	musical_speeches	other	fallback:other	0.5	1
480	mutant_disco	other	fallback:other	0.5	1
481	mutant_disco_personality_splatter	other	fallback:other	0.5	1
482	naive_creative_impulses	other	fallback:other	0.5	1
483	naive_rock_doggerel	style	label_contains:music_style_keyword	0.6	1
484	necrological_imagery	other	fallback:other	0.5	1
485	necrorealism	other	fallback:other	0.5	1
486	neo_psychedelia	other	fallback:other	0.5	1
487	neurosis_transmitted_through_family	other	fallback:other	0.5	1
488	new_horror	genre	label_contains:genre_keyword	0.6	1
489	new_orleans_jazz	style	label_contains:music_style_keyword	0.6	1
490	new_wave	other	fallback:other	0.5	1
491	new_york_convoluted_bohemianism	other	fallback:other	0.5	1
492	nightmare_usa_independent	other	fallback:other	0.5	1
493	nimble_bass_punk_finesse	style	label_contains:music_style_keyword	0.6	1
494	nimble_minimalist_interplay	other	fallback:other	0.5	1
495	no_production_bath	other	fallback:other	0.5	1
496	no_wave	other	fallback:other	0.5	1
497	no_wave_horn_noise	other	fallback:other	0.5	1
498	no_wave_malevolence	other	fallback:other	0.5	1
499	noir_crime_melodrama	genre	label_contains:genre_keyword	0.6	1
500	noir_horror_bridge	genre	label_contains:genre_keyword	0.6	1
501	noir_visual_style	genre	label_contains:genre_keyword	0.6	1
502	noise_punk	style	label_contains:music_style_keyword	0.6	1
503	noise_rock	style	label_contains:music_style_keyword	0.6	1
504	normality_threatened_by_monster	other	fallback:other	0.5	1
505	novelty_pop	other	fallback:other	0.5	1
506	nu_metal	style	label_contains:music_style_keyword	0.6	1
507	nuclear_anxiety	other	fallback:other	0.5	1
508	nuclear_incident_context	other	fallback:other	0.5	1
509	ny_punk	style	label_contains:music_style_keyword	0.6	1
510	object_animation	other	fallback:other	0.5	1
511	occult_horror	genre	label_contains:genre_keyword	0.6	1
512	occult_rock	style	label_contains:music_style_keyword	0.6	1
513	occupation_trauma	other	fallback:other	0.5	1
514	offbeat_shock_timing	other	fallback:other	0.5	1
515	oi	other	fallback:other	0.5	1
516	old_dark_house_mystery	other	fallback:other	0.5	1
517	old_fashioned_listenable_punk	style	label_contains:music_style_keyword	0.6	1
518	one_person_horror_production	genre	label_contains:genre_keyword	0.6	1
519	onscreen_music_performance	other	fallback:other	0.5	1
520	openly_displayed_trickery	other	fallback:other	0.5	1
521	opera_rock	style	label_contains:music_style_keyword	0.6	1
522	operatic_synth_orchestra	other	fallback:other	0.5	1
523	organized_crime_noir	genre	label_contains:genre_keyword	0.6	1
524	otherworldly_bon_scott_linda_blair	other	fallback:other	0.5	1
525	ouija_board_vhs_cult	other	fallback:other	0.5	1
526	outsider_cult_rediscovery	other	fallback:other	0.5	1
527	outsider_genre	other	fallback:other	0.5	1
528	outsider_music	other	fallback:other	0.5	1
529	outsider_scene_absorption	other	fallback:other	0.5	1
530	outsider_science_fiction	other	fallback:other	0.5	1
531	page_turning_torture	other	fallback:other	0.5	1
532	paranoid_noir	genre	label_contains:genre_keyword	0.6	1
533	paranoid_thriller	genre	label_contains:genre_keyword	0.6	1
534	parasite_horror	genre	label_contains:genre_keyword	0.6	1
535	party_inside_disorientation	other	fallback:other	0.5	1
536	past_devours_future	other	fallback:other	0.5	1
537	patriarchal_oppression_analysis	other	fallback:other	0.5	1
538	perestroika_opening	other	fallback:other	0.5	1
539	perfect_lunatic_slipshodness	other	fallback:other	0.5	1
540	perverse_shock_cavalcade	other	fallback:other	0.5	1
541	piano_glam	other	fallback:other	0.5	1
542	pistols_attack_strummer_bellow	other	fallback:other	0.5	1
543	plastic_consumer_critique	other	fallback:other	0.5	1
544	playful_post_hippie_surrealism	other	fallback:other	0.5	1
545	plebeian_warble	other	fallback:other	0.5	1
546	poetry_after_atomic_bomb	other	fallback:other	0.5	1
547	poland_secondary_patch	other	fallback:other	0.5	1
548	police_procedural_giallo	other	fallback:other	0.5	1
549	police_procedural_noir	genre	label_contains:genre_keyword	0.6	1
550	polish_uncanny	other	fallback:other	0.5	1
551	political_drama	genre	label_contains:genre_keyword	0.6	1
552	political_nightmare	other	fallback:other	0.5	1
553	political_sarcasm	other	fallback:other	0.5	1
554	politically_committed_punk	style	label_contains:music_style_keyword	0.6	1
555	poliziottesco_adjacent	other	fallback:other	0.5	1
556	pop_concept_validation	other	fallback:other	0.5	1
557	pop_noise_tension	other	fallback:other	0.5	1
558	pop_oriented_punk	style	label_contains:music_style_keyword	0.6	1
559	pop_punk	style	label_contains:music_style_keyword	0.6	1
560	pop_rock	style	label_contains:music_style_keyword	0.6	1
561	pop_rock_theatricality	style	label_contains:music_style_keyword	0.6	1
562	pop_star_as_prophet_myth	other	fallback:other	0.5	1
563	populist_hard_rock	style	label_contains:music_style_keyword	0.6	1
564	possession_as_monstrous_feminine	other	fallback:other	0.5	1
565	possession_horror	genre	label_contains:genre_keyword	0.6	1
566	post_apocalyptic_dread	other	fallback:other	0.5	1
567	post_apocalyptic_rubber_creature	other	fallback:other	0.5	1
568	post_grunge	other	fallback:other	0.5	1
569	post_hardcore	other	fallback:other	0.5	1
570	post_punk	style	label_contains:music_style_keyword	0.6	1
571	post_soviet_punk	style	label_contains:music_style_keyword	0.6	1
572	post_soviet_transition	other	fallback:other	0.5	1
573	postwar_anxiety	other	fallback:other	0.5	1
574	postwar_noir	genre	label_contains:genre_keyword	0.6	1
575	poverty_row_afterlife	other	fallback:other	0.5	1
576	power_pop	other	fallback:other	0.5	1
577	pre_halloween_slasher	other	fallback:other	0.5	1
578	priced_for_punks	style	label_contains:music_style_keyword	0.6	1
579	primal_terror_comedy	genre	label_contains:genre_keyword	0.6	1
580	primitive_rock	style	label_contains:music_style_keyword	0.6	1
581	primitive_rock_single	style	label_contains:music_style_keyword	0.6	1
582	pro_female_rock	style	label_contains:music_style_keyword	0.6	1
583	process_over_finished_result	other	fallback:other	0.5	1
584	producer_persona_overwrite	other	fallback:other	0.5	1
585	profoundly_bizarre_rock_character	style	label_contains:music_style_keyword	0.6	1
586	progressive_rock	style	label_contains:music_style_keyword	0.6	1
587	promise_inside_monotony	other	fallback:other	0.5	1
588	promise_without_delivery	other	fallback:other	0.5	1
589	promo_video_culture	other	fallback:other	0.5	1
590	proto_giallo	other	fallback:other	0.5	1
591	proto_gothic_rock	style	label_contains:music_style_keyword	0.6	1
592	proto_home_invasion_horror	genre	label_contains:genre_keyword	0.6	1
593	proto_industrial_electronics	style	label_contains:music_style_keyword	0.6	1
594	proto_metal_bridge	style	label_contains:music_style_keyword	0.6	1
595	proto_punk	style	label_contains:music_style_keyword	0.6	1
596	proto_serial_killer	other	fallback:other	0.5	1
597	proto_slasher	other	fallback:other	0.5	1
598	pseudo_decadence	other	fallback:other	0.5	1
599	psychedelic_garage	other	fallback:other	0.5	1
600	psychic_horror	genre	label_contains:genre_keyword	0.6	1
601	psycho_biddy	other	fallback:other	0.5	1
602	psycho_killer	other	fallback:other	0.5	1
603	psycho_noir	genre	label_contains:genre_keyword	0.6	1
604	psychoanalytic_thriller	genre	label_contains:genre_keyword	0.6	1
605	psychobilly	other	fallback:other	0.5	1
606	psychological_horror	genre	label_contains:genre_keyword	0.6	1
607	psychological_monster	other	fallback:other	0.5	1
608	psychological_thriller	genre	label_contains:genre_keyword	0.6	1
609	psychological_war_trauma	other	fallback:other	0.5	1
610	psychosexual_thriller	genre	label_contains:genre_keyword	0.6	1
611	psychotronic_canon	other	fallback:other	0.5	1
612	pubescent_female_power_as_abject	other	fallback:other	0.5	1
613	public_life_vision	other	fallback:other	0.5	1
614	punk	style	label_contains:music_style_keyword	0.6	1
615	punk_as_jumping_off_point	style	label_contains:music_style_keyword	0.6	1
616	punk_as_specific_history	style	label_contains:music_style_keyword	0.6	1
617	punk_formation	style	label_contains:music_style_keyword	0.6	1
618	punk_negative_identity	style	label_contains:music_style_keyword	0.6	1
619	punk_network_ethics	style	label_contains:music_style_keyword	0.6	1
620	punk_oral_history	style	label_contains:music_style_keyword	0.6	1
621	punk_orthodoxy	style	label_contains:music_style_keyword	0.6	1
622	punk_pop_song_expansion	style	label_contains:music_style_keyword	0.6	1
623	punk_provocation	style	label_contains:music_style_keyword	0.6	1
624	punk_universalism	style	label_contains:music_style_keyword	0.6	1
625	puppet_horror	genre	label_contains:genre_keyword	0.6	1
626	purity_claim_under_coercion	other	fallback:other	0.5	1
